name,address,booth,fax,phone,website,twitter,facebook,instagram,linkedin,url
"Crows Nest Software, Inc.","15679 SE Sweet Valentine Drive Happy Valley,, OR 97086USA",3131,fax not availabl,(360) 464-5260,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3131
CIC Coatings-Centurion Wood Coatings,"2935 Almeta LN McKinney, TX 75069USA",3136,(972) 837-8797,(972) 384-1280,http://www.ciccoatings.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3136
"Tokyo Automach Co., Ltd.","2-7-10 Hatanodai Shinagawa-Ku Tokyo, ------- 142-0064Japan",3146,-6176,-6146,http://www.automach.com/pages/frame10/index-e.html,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3146
"EFICAD America, Inc.","10 Postoffice Square Boston, MA 02109USA",3147,fax not availabl,(617) 669-8755,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3147
CabMaster Software,"300-20 Holly St Toronto, Ontario M4S 3B1Canada",3148,fax not availabl,657-331-7331,https://cabmastersoftware.com/,Twitter not availabl,https://www.facebook.com/CabMaster/,https://www.instagram.com/cabmastersoftware/,https://www.linkedin.com/company/cabmaster-software/,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3148
MOCKETT,"PO BOX 3333 MANHATTAN BEACH, CA 90266USA",3149,(800)235-7743,(800)523-1269,https://www.mockett.com/,Twitter not availabl,http://www.facebook.com/dougmockett/,http://instagram.com/dougmockett,https://www.linkedin.com/company/doug-mockett-and-company-inc,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3149
"Wenzhou Lilong Decorative Hardware Co., LTD.","Room 412, 4th floor, No. 1780-1784, Wenzhou Avenue, Lucheng District Wenzhou, Zhejiang 325000China",3152,fax not availabl,-18857755930,https://wenzhoulilong.en.alibaba.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3152
Fulterer USA,"542 Townsend Ave Fulterer USA High Point, NC 27263USA",3154,fax not availabl,3364048224,https://www.fultererusa.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3154
"U.S. Jaclean, Inc.","1816 W. 135th St. Gardena, CA 90249USA",3155,(310) 538-4521,(310) 538-2298,https://www.daiwamassage.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3155
Cimarron Drawer,"4628 Industry Center Drive Las Vegas, NV 89115USA",3158,(702) 221-8140,(702) 221-8110,http://www.cimarrondrawer.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3158
Capella Hardware Company,"1570 N. Harmony Circle Anaheim, CA 92807USA",3161,(714) 693-2868,(714) 693-1868,http://capellahardware.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3161
Big Ass Fans,"2348 Innovation Drive Lexington, KY 40511USA",3162,fax not availabl,(877) 244-3267,http://www.bigassfans.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3162
ISOtunes,"873 West Carmel Drive Carmel, IN 46032USA",3163,fax not availabl,(317) 740-0419,https://isotunes.com/,Twitter not availabl,https://www.facebook.com/isotunes,https://www.instagram.com/isotunes,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3163
Prevost Corp,"74 Brookfield Oaks Dr., Ste 3 Greenville, SC 29607USA",3168,fax not availabl,(864) 284-6425,https://prevostusa.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3168
"Pinie Lubna, Spol. S.R.O.","Lubna 250 Lubna, Chezch Republic 27036Chezch Repbulic",3171,fax not availabl,420 736733474,http://www.pinie.cz/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3171
Shelter Forest International,"200 SW Market Street, Suite 1930 Portland, OR 97201USA",3209,(503) 863-2879,(503) 863-2864,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3209
Bainbridge Mfg. Inc.,"PO Box 487 Waterville, WA 98858USA",3218,(509) 745-9666,(509) 745-9555,http://www.bainbridgemfg.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3218
"Lockdowel, Inc.","PO Box 731261 San Jose, CA 95173USA",3219,fax not availabl,866-389-5393,http://www.lockdowel.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3219
AkzoNobel/Chemcraft,"1567 Prospect High Point, NC 27260USA",3223,(336) 883-7237,(336) 801-5111,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3223
SATA USA INC.,"1 Sata Dr PO Box 46 Spring Valley, MN 55975USA",3233,(800) 633-7282,(800)533-8016,https://www.satausa.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3233
KCD Software,"1224 Route 28A, Box 489 Cataumet, MA 02534USA",3237,(508) 760-1143,(508) 760-1140,http://www.kcdsoftware.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3237
"Uneeda Enterprizes, Inc.","640 Chestnut Ridge Road Spring Valley, NY 10977USA",3247,(845) 426-2810,(845) 426-2800,http://www.uneeda.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3247
Fast Rack Equipment,"1853 W. Spring St. Unit 6 Appleton, WI 54914USA",3255,fax not availabl,(920) 585-0230,http://www.fastrackequipment.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3255
Kiwi Vision,"25125 E-376 Hayward, CA 94544USA",3260,fax not availabl,(408) 771-5187,http://www.themorgansquare.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3260
Sivam Coatings S.p.A,"Via Monviso 10 Bareggio, 20010Italy",3261,39 02 90 30 4219,39 02 90 30 4227,https://www.sivam.it/en/,Twitter not availabl,Facebook not availabl,https://www.instagram.com/we_are_sivam/,https://ca.linkedin.com/company/nuova-sivam-spa,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3261
MacDonald & Owen Lumber Co.,"1500 W City Hwy 16 Ste. C West Salem, WI 54669USA",3262,(608) 269-4418,(800) 657-6990,http://hardwoodlumber.net/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3262
E.B. Bradley Co.,"5602 Bickett Street Los Angeles, CA 90058USA",3301,(213) 585-9209,(323) 585-9917,http://www.ebbradley.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3301
Hardware Resources,"1321 Greenway Dr. Irving, TX 75038USA",3309,fax not availabl,3188416775,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3309
Timber Products,"305 South 4th St. Springfield, OR 97477USA",3323,(541) 744-5431,(541) 747-4577,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3323
Coral USA Corp.,"19121 Marketplace Avenue Suite 1-165 Kyle, TX 78640USA",3330,fax not availabl,4807965352,http://www.coralusa.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3330
Daubert Chemical Company,"4700 South Central Ave Chicago, IL 60638USA",3331,(708) 496-7367,(708) 496-7350,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3331
"Masterduct, Inc.","5235 Ted Street Houston, TX 77040USA",3335,(713) 939-8441,(713) 462-5779,http://www.masterduct.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3335
Mohawk Finishing Products & Finish Works,"2220 US Hwy 70 SE, Suite 100 Hickory, NC 28602USA",3337,800-721-1545,(828) 319-2747,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3337
"Microjig, Inc.","7212 Sandscove Ct. Winter Park, FL 32792USA",3347,(407) 696-6106,(407) 310-2789,https://www.microjig.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3347
Alcea Coatings,"Via Piemonte 18, Senago Milan, Italy 20030Italy",3353,fax not availabl,(647) 763-6541,https://www.alcea.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3353
Royal Plywood,"14171 E Park Place Cerritos, CA 90703USA",3361,(949) 547-6837,(949) 547-6837,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3361
StopLossBags,"1626 London Road #752 Duluth, MN 55812United States of America",3370,fax not availabl,(218) 221-5539,http://www.stoplossbags.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3370
TimberCloud,"2111 E Florence Drive Tucson, AZ 85719United States of America",3377,fax not availabl,203-560-9163,https://timbercloud.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3377
"Boss Products, LLC","6729 Guada Coma Drive Schertz, TX 78154USA",3431,fax not availabl,(210) 664-4200,http://www.bossproductsamerica.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3431
Panefri North America Inc.,"268th Street Unit 2-5563 Langley, BC V4W 3W1Canada",3435,fax not availabl,(604) 381-2220,https://edgeband.com/na/,Twitter not availabl,Facebook not availabl,https://www.instagram.com/panefrina/?next=%2F,https://www.linkedin.com/company/panefri-north-america-enterprises-inc/?viewAsMember=true,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3435
Charles McMurray Co.,"2520 N Argyle Ave Fresno, CA 93727USA",3447,(559) 346-6140,(559) 292-5751,http://mcmurray.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3447
Wagner Industrial Solutions,"337 South Arthur Ave Louisville, CO 80027USA",3453,fax not availabl,888-820-4498,http://www.wagner-group.com/us/industry,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3453
Rev-A-Shelf LLC,"12400 Earl Jones Way Louisville, KY 40299USA",3501,fax not availabl,(800) 626-1126,http://www.rev-a-shelf.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3501
Pollmeier Inc.,"8100 SW Nyberg ST Suite 250 Tualatin, OR 97062USA",3517,503-452-5801,503-452-5800,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3517
"Gemini Industries, Inc.","421 S.E. 27th Street El Reno, OK 73036USA",3523,(405) 262-9310,(405) 345-2023,http://www.gemini-coatings.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3523
"ANEST IWATA Americas, Inc","10148 Commerce Park Drive West Chester, OH 45246USA",3537,(513) 755-0888,5132911187,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3537
"Drawer Connection, Inc.","1936 N. Higley Road #7500 Mesa, AZ 85205USA",3547,(480) 917-5799,(480) 917-4887,http://www.drawerconnection.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3547
CabBuilder,"2505 East Paris Ave. Ste 140 Grand Rapids, MI 49546USA",3553,(616) 825-6061,(231) 437-1776,http://www.cabbuildersoftware.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3553
West Hardware,"1165 Woodlawn St Ontario, CA 91761USA",3562,(909) 406-8150,(909) 406-8160,http://www.west-hardware.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3562
"Shandong Fangsi Import and Export Co., Ltd.","1211-017, Unit B, 2nd Floor, Building 2 Yihe Road 3rd Road, Comprehensive Bonded Zone Linyi, Shandong 276000China",3564,86 539 617 3990,0086-185 053 96359,http://www.haisenwood.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3564
"Durr Systems, Inc.","26801 Northwestern Highway Southfield, MI 48033United States of America",3571,fax not availabl,248 450-2000,https://www.durr.com/en,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3571
Microvellum Software,"444 South Haskell Street Central Point, OR 97502USA",3615,(541) 664-1670,(541) 664-1625,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3615
"States Industries, LLC","PO Box 41150 Eugene, OR 97404USA",3623,(541) 689-8051,(541) 688-7871,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3623
Siyi America,"5910 W by NW Blvd, Ste 100 Houston, Texas 77040USA",3631,fax not availabl,9172007925,https://siyiamerica.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3631
Axalta Coating System,"1717 English Rd. High Point, NC 27262USA",3637,fax not availabl,(336) 802-4716,http://www.axaltawoodcoatings.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3637
PaintLine,"PO Box 1324 Menlo Park, CA 94025USA",3647,(510) 477-9199,(510) 477-9100,https://www.paintline.com/,https://twitter.com/paintlineco,https://www.facebook.com/paintlineco/,https://www.instagram.com/paintlineco/,https://www.linkedin.com/company/13436737/,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3647
Renner USA Corp,"651 Michael Wylie Drive Charlotte, NC 28217USA",3653,fax not availabl,(336)905-2844,http://www.rennerwoodcoatings.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3653
Knape & Vogt MFG. CO.,"2700 Oak Industrial Drive NE Grand Rapids, MI 49505USA",3701,(616) 459-0249,(616) 459-3311,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3701
"King Slide Works Co., Ltd","No.299 Shun An Rd., Lu Zhu Dist Kaohsiung City, TX 82150Taiwan",3711,88676967018,886-7-959-9688 e7121,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3711
Western Dovetail Incorporated,"PO Box 1592 Vallejo, CA 94590USA",3717,(707) 556-1920,(707) 556-3683,http://www.drawer.com/,https://twitter.com/westerndovetail,https://www.facebook.com/WesternDovetailInc/,https://www.instagram.com/westerndovetail,https://www.linkedin.com/company/western-dovetail-inc,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3717
Hexagon Manufacturing Intelligence,"1300 McFarland Blvd N Suite 350 Tuscaloosa, AL 35406USA",3723,(205) 556-7898,(866) 675-6551,https://www.cabinetvision.com/company,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3723
INNERGY,"1012 Industrial Dr S Sauk Rapids, MN 56379USA",3733,fax not availabl,(800) 570-7230,https://www.innergy.com/,Twitter not availabl,https://www.facebook.com/getinnergy,Instagram not availabl,https://www.linkedin.com/company/getinnergy,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3733
Advanced Dimensions,"2259 State Highway 7 Unadilla, NY 13849USA",3739,fax not availabl,(607) 988-4040,https://advanceddimensions.com/,Twitter not availabl,https://www.facebook.com/AdvancedDimensions,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3739
Teverpan,"Kucuk Camlica, Cilehane Yolu Cad. No:13/4 Uskudar Istanbul, Istanbul 34696Turkey",3747,9.02163E+11,90 (216) 345-2826,http://www.teverpan.com.tr/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3747
Hardware Rebels,"259 Chemin Scott Rigaud, PQ J0P 1P0Canada",3759,fax not availabl,5144090484,http://www.hardwarerebels.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3759
"Fagus GreCon, Inc.","648 Griffith Rd Suite A Charlotte, NC 28217USA",3769,(704) 973-9733,(704) 912-0000,http://www.fagus-grecon.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,https://www.linkedin.com/company/fagus-grecon-inc/,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3769
West Fraser,"1250 Brownmiller Road Quesnel, BC V2J 6P5Canada",3817,(250) 992-3034,(250) 992-9254,http://www.westfraser.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3817
"Osborne Wood Products, Inc.","4618 HWY 123 N Toccoa, GA 30577United States",3839,(888) 777-4304,(706) 886-1065,http://www.osbornewood.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3839
Sames,"45001 5 Mile Road Plymouth, MI 48170USA",3853,(630) 855-8018,(800) 573-5554,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3853
Art For Everyday Inc.,"420 Canarcic Dr. Toronto, ON M3J 2V3Canada",3859,(416) 645-5121,(416) 645-5120,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3859
Leybold USA Inc.,"6005 Enterprise Dr. Export, PA 15632United States of America",3863,fax not availabl,724-325-6582,http://www.leybold.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3863
Airfill Technologies,"1816 Railroad Street Corona, CA 92878USA",3868,(951) 340-9635,(844) 247-3455,http://www.airfilltechnologies.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3868
Frontier ERP Software,"8770 W. Bryn Mawr Ave. #1300 Chicago, Illinois 60631United States of America",3870,fax not availabl,847 282-4708,http://friedmancorp.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3870
Freshwood,"2300 E. Katella Ave, Suite 440 Anaheim, CA 92806USA",3871,323-838-9443,323-215-0312,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3871
"Blum, Inc.","7733 Old Plank Road Stanley, NC 28164USA",3901,(704) 827-0799,(704) 827-1345,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3901
Salice America Inc.,"2123 Crown Centre Drive Charlotte, NC 28227USA",3911,(704) 841-7808,(704) 841-7810,http://www.saliceamerica.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3911
CompX Security Products,"PO Box 200 Mauldin, SC 2922USA",3916,(864) 297-9987,(864) 297-6655,http://compx.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3916
"U.S. Futaba, Inc.","525 Byron Street, Suite C Chesapeake, VA 23320USA",3923,(757) 549-9794,(757) 549-0036,http://www.usfutaba.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3923
Custom Accents/HandiSolutions,"1940 Lunt Ave Elk Grove Village, IL 60007USA",3931,(847) 572-0675,(847) 858-6874,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3931
GIZIR Ahsap Insaat Turizm San. Tic. A.S.,"H.S. Organize San. Bol. Osb Canakkale Cad N. 17 Saricam Adana, Saricam 01350Turkey",3939,(514) 360-4548,9.05352E+11,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3939
True Position Tools,"49737 Park Ave Morongo Valley, CA 92256USA",3947,fax not availabl,(760) 279-3030,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3947
WalzCraft,"PO Box 1748 La Crosse, WI 54603USA",3953,(608) 781-3667,(800) 237-1326,http://walzcraft.com/,Twitter not availabl,https://www.facebook.com/WalzCraft/,https://www.instagram.com/walzcraft/,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3953
Manufacturing Plywood,"295,Quarter 4, Thoi Hoa Ward Ben Cat Town, Binh 820000VN",3962,fax not availabl,+84 02743576216,http://vanepbaothinh.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=3962
Quart International Company Limited,"Unit E, 35/F, YHC Tower No.1 Sheung Yuet Road Kowloon Bay, NA KowloonHong Kong",4023,(852) 2754-2929,(852) 3761-8333,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4023
MIRLUX Premium Panel,"1369 S. Bertelsen Rd. Eugene, Oreg 97402USA",4025,fax not availabl,(541) 228-9757,http://www.mirluxpremiumpanel.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4025
Amerfit Hardware Inc.,"14331 Proctor Ave. City of Industry, CA 91746USA",4031,(626) 336-8282,(626) 336-8818,website not availabl,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4031
Striplox,"11 Hermitage Cres Thornlands Brisbane, QLD 4164Austrailia",4033,61 417 833 038,61 417 833 038,http://www.striplox.com/,Twitter not availabl,Facebook not availabl,Instagram not availabl,Linkedin not availabl,https://awfsfair25.mapyourshow.com/8_0/floorplan/index.cfm?hallID=A&selectedBooth=4033
